sentence1	sentence2	gold_label
A smiling woman in a black suit is standing in front of an audience in a bookstore or library, holding a book and smiling at them.	The author greets the crowd attending her book signing.	neutral
Construction is paused after steamroller flattens the ground.	Construction is paused for the day	neutral
Construction is paused after steamroller flattens the ground.	Construction is paused	entailment
a woman wearing sunglasses sits inside of a building with several other people looking outside.	The woman is wearing eyewear.	entailment
a woman wearing sunglasses sits inside of a building with several other people looking outside.	The woman is wearing prescription eyewear.	neutral
Passengers on public transportation listening to music through portable devices.	The passengers are keeping themselves busy by doing something.	neutral
Passengers on public transportation listening to music through portable devices.	The passengers are listening to music.	entailment
Three lean, numbered, greyhounds race along a track.	The greyhounds are doing something.	neutral
Three lean, numbered, greyhounds race along a track.	The greyhounds are racing.	entailment
A brown dog playfully bites a white dog.	the dogs are sleeping	contradiction
A brown dog playfully bites a white dog.	the dogs are together on a leash.	neutral
Two black dogs are running in the grass together.	The big dogs are outdoors.	neutral
Two black dogs are running in the grass together.	The brown dogs are outdoors.	contradiction
A rainbow over buildings.	The rainbow is visible.	entailment
A rainbow over buildings.	The rainbow is large	neutral
Two asian women hug one another while smiling outside of a white Sports Utility Vehicle.	No women are outside of the white SUV.	contradiction
Two asian women hug one another while smiling outside of a white Sports Utility Vehicle.	Two smiling asian women hugging outside of a white SUV.	entailment
A man with an olive green shirt and messy hair plays a colorful drum set.	No one is playing the drum set.	contradiction
A man with an olive green shirt and messy hair plays a colorful drum set.	A drum set is being played.	entailment
A little girl is licking a dinner plate and getting food all over her face.	The little girl is eating spaghetti.	neutral
A little girl is licking a dinner plate and getting food all over her face.	The little girl is getting food all over her face.	entailment
Two men are in the woods one is looking at a log.	The two men were looking for firewood.	neutral
Two men are in the woods one is looking at a log.	There was only one man in the woods.	contradiction
Two dogs fighting in the street.	Two cats are fighting over a piece of steak.	contradiction
Two dogs fighting in the street.	Dogs are fighting in the street.	entailment
A man with a navy blue hat and plaid shirt delivers a file cabinet to a classroom	A filing cabinet arrives in the apartment.	contradiction
A man with a navy blue hat and plaid shirt delivers a file cabinet to a classroom	A filing cabinet arrives in the high school classroom.	neutral
A man in a blue shirt is walking and there is a blue bucket that can be seen.	The man is walking	entailment
A man in a blue shirt is walking and there is a blue bucket that can be seen.	The man is driving	contradiction
A young girl painting a picture.	A girl is painting in the study.	neutral
A young girl painting a picture.	A girl is painting.	entailment
people sitting at the park& others walking around a park.	Everyone is sitting and walking around outdoors.	contradiction
people sitting at the park& others walking around a park.	People are sitting and walking around.	neutral
Three young men and a young woman wearing sneakers are leaping in midair at the top of a flight of concrete stairs.	Three guys and a girl leap in mid air on bottom of some stairs.	contradiction
Three young men and a young woman wearing sneakers are leaping in midair at the top of a flight of concrete stairs.	Three brothers and a girl leap in mid air on top of some stairs.	neutral
A brown dog playfully bites a white dog.	the dogs are playing.	entailment
A brown dog playfully bites a white dog.	the cats are wresting over a toy	contradiction
Two men talking while in a crowded building.	Two men are talking in the building.	entailment
Two men talking while in a crowded building.	Two men are talking in the crumbling building.	neutral
Here is a picture of a teacher talking on a microphone in his classroom.	The instructor speaks loudly to the class with a microphone.	neutral
Here is a picture of a teacher talking on a microphone in his classroom.	The student speaks to the class with a microphone.	contradiction
A young boy in a blue t-shirt looks through a microscope.	The boy is looking through a microscope.	entailment
A young boy in a blue t-shirt looks through a microscope.	The boy is looking at football through a microscope.	neutral
An Asian woman and two men (one Asian and one white) are playing cards in the hallway of a train.	A group of people are on the train	entailment
