sentence1	sentence2	gold_label
A woman and child are on the floor looking at a book.	The woman and her child are reading a colorful board book	neutral
A black dog is running through the shallow edge of a large body of water.	A black dog is running in the water.	entailment
A man is spinning in the air above a pool in front of an empty stadium.	A woman is spinning in the air above a pool in front of an empty stadium.	contradiction
Two people in shorts hike on the snow in the mountains with a lake in the background.	The people are sleeping in the snow.	contradiction
A young child in violet clothes arches her back and touches the ground with her hands so that she is looking outward and upside down.	A tall person in clothing	neutral
A short-haired fairly young women is running in some type of race and is a man behind her running in the same race.	the man is actually checking out the womans butt	neutral
A girl in a dark shirt has stripes painted under her eyes while another girl stands in the foreground.	A girl with paint under her eyes with striped dark shirt, while other girl stands in the foreground	entailment
Two old women making food.	Two women make food.	entailment
A man dressed in gold with his gold bike stops to look at the city.	A man is riding his bike in the building.	contradiction
Fuzzy dark gray dog running along a dirt path with weeds on the sides.	The dog is outside.	entailment
A man wearing a reddish beard, wife beater shirt, torn and dirty blue jeans, standing next to an aqua blue bench with a six pack of beer laying on its seat, and a young girl in a fuchsia pink shirt and striped pants, gazing up at him.	A man is about to head to a party	neutral
There are four canoes in the background, beautiful green grass, with three kids standing at the shore of the lake, that is crystal and crisp looking, and there is a redheaded boy wearing a red shirt, red life vest, and is in a yellow kayak, with a double ended yellow paddle.	A lake is trying to pull the kids into it.	contradiction
Four men wearing helmets are working on a road.	New workers showed up today to fix a sinkhole in the road.	neutral
An archer releases his arrow while another awaits his turn.	The archer is watching his target.	neutral
A group of firemen in fire suits and oxygen tanks looking down into a manhole.	Some firemen are eating chili.	contradiction
A woman in a white long-sleeve shirt is leaning against a sleeping man in a green plaid shirt to attempt to sleep while sitting in a bus.	The man is looking out the window.	neutral
A race car takes a turn on a dirt road.	A racing car turns and shakes on the road.	neutral
A small girl reaches for a black hat as the vendor stands by.	The vendor is standing by.	entailment
A technician uses microscope to solder a circuit board.	The technician is making a sandwich.	contradiction
A man wades in the water and watches a waterfall.	A man is sitting in the water.	contradiction
A man with a shaved head is kissing another man on the cheek.	The two men kiss on the lips	contradiction
A guy on a skateboard doing a flip over a fire thing.	a guy doing flips	entailment
Workers in a factory watch a machine.	Workers contemplate their job security.	neutral
a man wearing a yellow shirt and white hard hat stands inside a crevice between two rock faces.	A park ranger inspects a dangerous crevice where a hiker had been trapped.	neutral
Two people look over a terrace wall.	Two people are outside.	entailment
A man is wearing an apron, standing in the kitchen holding a plate.	The man is cooking a meel	neutral
Men race their bikes on a road.	Men in colorful uniforms are biking on the road.	neutral
A man in glasses eating under a tree.	the guy eats under the tree	entailment
Two women jogging down a sidewalk in front of a person leaning on a bench in front of a lake. with another person	The men are joggind down a sidewalk.	contradiction
A man known as Deleon speaks at a Q&A.	Deleon is speaking about sex.	neutral
a man in white shorts and a black shirt is paragliding on the ocean	A man is paragliding in the Pacific ocean.	neutral
A crowded day with many skiers and snowboarders on the slopes.	There are people on the slopes.	entailment
Three young girls chapping and texting on a cellphone.	Three young girls are sitting together and not communicating.	contradiction
Four people rollerskating with spectators in the background.	People are rollerskating.	entailment
Two girls, one asian and one white, are in white lab coats working on something from a yellow box.	The girls are in lab coats working on the contents of a yellow box.	entailment
A middle-aged woman wearing a black sleeveless blouse applies mascara in a mirror.	The woman is preparing for a date.	neutral
A surgery being performed by two surgeons who are operating being a pale blue sheet.	Two doctors are having lunch at the cafe.	contradiction
A woman is standing in front of a counter at a cafe.	a man robs a cafe	contradiction
A woman, dressed in old fashioned clothing sews a piece of material as she sits in a wooden chair besides a red brick building.	The woman is near a red building.	entailment
